ticket_id,subject,priority,ticket_type,created_at,account_tier,issue_type,company_name
4066646,SMS/OTP issue-8857087375,1,CpaaS - SMS Delivery issue Domestic,2024-12-02T12:44:01+05:30,,,
4066647,Re: Reg: not able to receive email through netcore API,3,CpaaS - Delivery Cust Info,2024-12-02T12:44:29+05:30,,,
4066651,SMS issue in FOS PROD,4,CpaaS - API Issue,2024-12-02T12:46:04+05:30,,,
4066654,Cert,1,,2024-12-02T12:49:00+05:30,,,
4066655,Addition of Contacts from the MarTech Summit Bangkok Attendee List,1,Not Set,2024-12-02T12:49:12+05:30,,,
4066657,Your Email Credits,1,CEE - Customer queries,2024-12-02T12:49:28+05:30,,,
4066658,"Updated invitation: Whatsapp transactional messages Not received @ Mon Dec 2, 2024 4pm - 5pm (IST) (help@netcorecloud.com)",1,,2024-12-02T12:50:06+05:30,,,
4066659,,1,Not Set,2024-12-02T12:50:21+05:30,,,
4066660,Re: Not able to connect to netcore from stage and prod machines.,4,CEE - SFTP issue,2024-12-02T12:50:38+05:30,,,
4066661,Re: Ticket ID-4066626 - RE: Important message about your EMM account credit limit,1,CEE - Task,2024-12-02T12:50:50+05:30,,,
4066662,Request for List of Migrated Clients and Instance Details for MM Lite,1,CpaaS - Reports request,2024-12-02T12:51:22+05:30,,,
4066669,SMS Service not working through API,3,CpaaS - API Issue,2024-12-02T12:52:38+05:30,,,
4066674,9548252260,1,CpaaS - Reports request,2024-12-02T12:54:28+05:30,,,
4066677,port allow from jump server-,1,,2024-12-02T12:56:17+05:30,,,
4066678,port allow from jump server-,1,Not Set,2024-12-02T12:56:24+05:30,,,
4066680,Fwd: Whitelisting of SMS for CMC application,1,CpaaS - Delivery issue,2024-12-02T12:57:06+05:30,,,
4066681,DNS Configuration Request for -ctpl_cee - sanskriti.edu.in,3,DE - Routing,2024-12-02T12:57:55+05:30,,,
4066682,Campaign Revenue Bug - Oz Hair and Beauty,3,CEE - Reports issue,2024-12-02T12:59:06+05:30,,,
4066683,Request to share the template wise count against each account_ Netcore,1,CpaaS - Billing Reports Request,2024-12-02T12:59:09+05:30,,,
4066687,Request to resubmit template for approval,1,CpaaS - Template Issue,2024-12-02T13:02:26+05:30,,,
4066694,Request to resubmit template for approval,1,Not Set,2024-12-02T13:02:51+05:30,,,
4066700,DNS change and tpdbin3 migration activity,1,Not Set,2024-12-02T13:03:29+05:30,,,
4066701,Assistance Required with Audience List Engagement Score | Credila,1,CEE - Task,2024-12-02T13:04:16+05:30,,,
4066702,DNS Configuration Request for -ctpl_cee - atmaaims.com,1,Affiliate,2024-12-02T13:04:19+05:30,,,
4066703,Error Notification in Mailscore Process for Panel: suncryptocee,1,CEE - Non Relevant,2024-12-02T13:04:49+05:30,,,
4066704,Error Notification in Mailscore Process for Panel: suncryptocee,1,CEE - Non Relevant,2024-12-02T13:07:11+05:30,,,
4066705,FW: Go live 11-Dec-2024 : Compliance with TRAI Directions for PE-TM Traceability,1,CEE - Task,2024-12-02T13:11:13+05:30,,,
4066706,OTP Mail late received,3,CpaaS - Delivery issue,2024-12-02T13:12:30+05:30,,,
4066707,Schedular : Monthly Tag-Messagewise Report for INDIA INFOLINE LTD for 20241101 - 20241130,1,CEE - Non Relevant,2024-12-02T13:12:49+05:30,,,
4066708,{Spam?} Sender address rejected issue,2,CpaaS - Injection issue SMTP,2024-12-02T13:13:37+05:30,,,
4066710,SMS/OTP log for Mobile No.- 7253865032,1,CpaaS - Reports request,2024-12-02T13:15:18+05:30,,,
4066711,Assistance Needed for Sending Dynamic Emails via Netcore,1,CEE - Customer queries,2024-12-02T13:15:45+05:30,,,
4066712,Support Required: Investigation of Dropped Counts in Kotak Bank Journey | Kotak Bank,1,CEE - Customer queries,2024-12-02T13:19:12+05:30,,,
4066714,Telekom Malaysia | PX nudge delay,2,CEE - Journey issue,2024-12-02T13:23:14+05:30,,,
4066715,GUI Issue,1,CpaaS - Reports Issue,2024-12-02T13:23:53+05:30,,,
4066717,GUI Issue,3,,2024-12-02T13:24:38+05:30,,,
4066719,FW: Account opened: Welcome to investing with confidence,2,CpaaS - link tracking issue,2024-12-02T13:25:00+05:30,,,
4066720,Add another brand,1,CpaaS - Account activation,2024-12-02T13:29:07+05:30,,,
4066721,Ticket Received 15539 - Here's your OTP for 2FA verification,4,CpaaS - Non Relevant,2024-12-02T13:29:14+05:30,,,
4066722,About Report downloading from January 2023 to December 2023.,1,CEE - Customer queries,2024-12-02T13:29:40+05:30,,,
4066724,Re: Reg: not able to receive email through netcore API,2,CpaaS - Delivery Cust Info,2024-12-02T13:30:09+05:30,,,
4066725,SMS required>RITM0977038,1,CpaaS - Reports request,2024-12-02T13:30:52+05:30,,,
4066726,[CUSTOM] Kotak LP Hosting and Reporting - HL HP double consent,1,CEE - Task,2024-12-02T13:31:09+05:30,,,
4066732,Move avimeeherbal.com to Dedicated IP,1,CpaaS - Customer Queries,2024-12-02T13:32:13+05:30,,,
4066733,iOS app notification issue | Healthmug_cee,1,APP - CE - Issue,2024-12-02T13:34:00+05:30,,,
4066734,Mail score Issue,1,CEE - Task,2024-12-02T13:34:53+05:30,,,
4066735,Conversion Event - webSuccessfulPayment,2,CEE - Journey issue,2024-12-02T13:35:08+05:30,,,
4066736,Re: Request for PO Sharing,1,CpaaS - DLT Query,2024-12-02T13:35:32+05:30,,,
4066738,Routing Request,1,CEE - Task,2024-12-02T13:39:24+05:30,,,
4066739,Quivol x Netcore - Zipfile Discussion,1,CEE - Customer queries,2024-12-02T13:40:35+05:30,,,
4066740,RE: REMINDER 3: Netcore Monthly Invoice April 2024,1,CpaaS - Billing Issue,2024-12-02T13:41:07+05:30,,,
4066741,[CUSTOM] Kotak LP Hosting and Reporting - HL HP double consent,1,DevOps - Customization,2024-12-02T13:42:48+05:30,,,
4066743,Submitted report still in pending,1,CpaaS - Reports Issue,2024-12-02T13:47:17+05:30,,,
4066744,Panel login not working,4,CEE - Login issue,2024-12-02T13:48:54+05:30,,,
4066745,Terminate stg1 ec2.,1,Not Set,2024-12-02T13:50:42+05:30,,,
4066746,Inquiry Regarding Undelivered Message to 8421967743,1,CpaaS - Delivery issue,2024-12-02T13:51:37+05:30,,,
4066748,Monthly Reports NOV'24-Netcore,3,CpaaS - Billing Reports Request,2024-12-02T13:52:27+05:30,,,
4066749,Unable to fetch data via API,1,CpaaS - API Issue,2024-12-02T13:52:35+05:30,,,
4066750,Unable to Pair Test Device with PX,3,CEE - Nudge issue,2024-12-02T13:52:57+05:30,,,
4066751,Re: Ageing RCA's as on 15th Nov 2024- Indusind Bank,1,CpaaS - API Issue,2024-12-02T13:54:57+05:30,,,
